Respondent_id,Program,Batch,Institution,Delivery_mode,Gender,Academic_year,Trainer_effectiveness,Curriculum_relevance,Pace_of_delivery,Support_Mentorship,Platform,Overall_satisfaction,Would_recommend,Open_feedback,Batch_date
STU-01735,Internet of Things (IoT),Sep 2025 Batch,Neotia University,Online,Female,Working Professional,5.0,5.0,5.0,5.0,5.0,4,No,"Well-paced sessions and very approachable trainer, learned a lot.",2025-09-01
STU-01838,Networking Fundamentals,Aug 2026 Batch,Heritage Institute of Technology,Online,Female,4th Year,5.0,5.0,4.0,4.0,5.0,5,Yes,"Loved the hands-on projects, they really built my confidence.",2026-08-01
STU-01372,Java Development,Oct 2025 Batch,Neotia University,Online,Male,4th Year,5.0,5.0,4.0,5.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-10-01
STU-00222,Blockchain Basics,Oct 2025 Batch,Techno India University,Offline,Female,3rd Year,4.0,5.0,4.0,5.0,5.0,4,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-10-01
STU-00320,Full Stack Development,Mar 2025 Batch,Neotia University,Offline,Female,Graduate,4.0,4.0,4.0,4.0,3.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-03-01
STU-01744,UI/UX Design,May 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,Graduate,3.0,2.0,4.0,3.0,3.0,3,Yes,Some topics felt outdated compared to current industry trends.,2025-05-01
STU-00879,DevOps,Jul 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,4th Year,3.0,3.0,2.0,2.0,2.0,2,No,"Pace needs to slow down, especially for beginners in the batch.",2026-07-01
STU-01790,Robotics & Embedded Systems,Jul 2025 Batch,Techno India University,Hybrid,Male,4th Year,3.0,4.0,3.0,2.0,1.0,3,No,The online platform kept lagging during live sessions.,2025-07-01
STU-00826,Cloud Computing (AWS),Sep 2025 Batch,Techno India University,Online,Male,1st Year,3.0,2.0,1.0,2.0,2.0,2,No,"Pace needs to slow down, especially for beginners in the batch.",2025-09-01
STU-01972,UI/UX Design,Aug 2026 Batch,Independent / Working Professional,Offline,Male,Graduate,5.0,4.0,3.0,4.0,4.0,4,Yes,"The sessions moved too fast, hard to keep up with the pace.",2026-08-01
STU-01458,Python Programming,Feb 2025 Batch,Techno India University,Hybrid,Female,4th Year,4.0,4.0,4.0,4.0,5.0,4,No,The trainer's real-world examples made the sessions very useful.,2025-02-01
STU-00139,AI in Biotechnology,Aug 2026 Batch,JIS College of Engineering,Online,Male,3rd Year,3.0,4.0,2.0,4.0,4.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2026-08-01
STU-00164,Blockchain Basics,Sep 2025 Batch,JIS College of Engineering,Offline,Female,3rd Year,4.0,4.0,4.0,3.0,3.0,3,Yes,,2025-09-01
STU-01893,Competitive Programming,Apr 2025 Batch,JIS College of Engineering,Hybrid,Female,4th Year,5.0,4.0,5.0,4.0,4.0,4,Yes,Practical assignments made the concepts much easier to understand.,2025-04-01
STU-01698,Cybersecurity & Ethical Hacking,Mar 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,5.0,4.0,4.0,5.0,3.0,4,No,The online platform kept lagging during live sessions.,2025-03-01
STU-00961,Blockchain Basics,May 2025 Batch,Neotia University,Offline,Female,1st Year,3.0,3.0,1.0,4.0,2.0,3,Yes,Could use an extra week or two to cover everything properly.,2025-05-01
STU-01692,Cybersecurity & Ethical Hacking,Feb 2026 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,3.0,3.0,4.0,4.0,3.0,4,Yes,Trainer seemed unprepared in a couple of sessions.,2026-02-01
STU-01234,Weather Forecasting ML Project,May 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,4.0,4.0,4.0,4.0,5.0,4,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-05-01
STU-01171,Generative AI,Jul 2026 Batch,Neotia University,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The projects assigned really helped me apply what was taught.,2026-07-01
STU-01917,Cybersecurity & Ethical Hacking,Feb 2025 Batch,Techno India University,Online,Male,3rd Year,3.0,4.0,3.0,4.0,3.0,4,Yes,Would appreciate a more engaging teaching style.,2025-02-01
STU-01529,DevOps,Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,4.0,4.0,3.0,4.0,4.0,4,No,Too much content packed into too few sessions.,2025-06-01
STU-01793,Networking Fundamentals,Apr 2025 Batch,JIS College of Engineering,Online,Female,Graduate,3.0,3.0,3.0,4.0,3.0,3,No,"Sessions felt monotonous, needed more interactive teaching.",2025-04-01
STU-00634,Cloud Computing (AWS),Feb 2026 Batch,Neotia University,Online,Male,Working Professional,5.0,5.0,5.0,5.0,4.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2026-02-01
STU-01180,AI in Food Technology,Feb 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,3.0,4.0,3.0,3.0,4.0,3,No,The trainer could explain concepts more clearly.,2026-02-01
STU-00656,AI in Food Technology,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,"Great balance of theory and practicals, exceeded my expectations.",2025-09-01
STU-00821,AI in Biotechnology,Mar 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,4th Year,4.0,3.0,4.0,5.0,4.0,4,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-03-01
STU-01620,Machine Learning,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,4.0,3.0,4.0,3.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-09-01
STU-01157,App Development (Android),May 2025 Batch,Direct / Online (ASD),Hybrid,Prefer not to say,Graduate,4.0,4.0,4.0,4.0,3.0,4,Yes,Session quality varied depending on the trainer.,2025-05-01
STU-00138,Agentic AI,Feb 2025 Batch,Techno India University,Hybrid,Female,2nd Year,4.0,4.0,4.0,4.0,2.0,4,No,Had connectivity issues on the platform almost every week.,2025-02-01
STU-01286,Cybersecurity & Ethical Hacking,Nov 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-11-01
STU-00698,Advanced Excel & Power BI,Jan 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,4.0,4.0,5.0,4.0,5,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-01-01
STU-01098,Digital Marketing,Aug 2025 Batch,Direct / Online (ASD),Online,Male,Graduate,3.0,3.0,3.0,3.0,4.0,3,No,"Sessions felt monotonous, needed more interactive teaching.",2025-08-01
STU-01605,Web Development,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,4.0,3.0,4.0,4.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2026-08-01
STU-00449,Weather Forecasting ML Project,Apr 2026 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,5.0,4.0,4.0,5.0,4.0,5,Yes,"Great balance of theory and practicals, exceeded my expectations.",2026-04-01
STU-01883,Internet of Things (IoT),Aug 2026 Batch,Heritage Institute of Technology,Online,Female,3rd Year,4.0,3.0,4.0,4.0,4.0,4,Yes,Some topics felt outdated compared to current industry trends.,2026-08-01
STU-00328,UI/UX Design,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,5.0,4.0,4.0,5.0,4.0,4,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-09-01
STU-00318,Blockchain Basics,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,4.0,4.0,3.0,4.0,5.0,4,Yes,"It was fine, but I expected a bit more depth in the later modules.",2026-08-01
STU-01865,Advanced Excel & Power BI,Jul 2026 Batch,St. Xavier's College Kolkata,Offline,Female,3rd Year,3.0,3.0,3.0,3.0,3.0,3,Yes,Would appreciate a more engaging teaching style.,2026-07-01
STU-00527,Cybersecurity & Ethical Hacking,Apr 2026 Batch,Techno India University,Hybrid,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2026-04-01
STU-00088,Blockchain Basics,Nov 2025 Batch,St. Xavier's College Kolkata,Online,Female,2nd Year,3.0,3.0,3.0,3.0,3.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-11-01
STU-01625,Digital Marketing,Jan 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Female,1st Year,4.0,3.0,4.0,5.0,5.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-01-01
STU-00149,Advanced Excel & Power BI,Feb 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Male,Graduate,1.0,3.0,2.0,3.0,2.0,2,No,The trainer could explain concepts more clearly.,2026-02-01
STU-01612,AI in Food Technology,Feb 2026 Batch,Techno India University,Online,Female,4th Year,5.0,4.0,4.0,5.0,4.0,5,Yes,No comments.,2026-02-01
STU-01200,Cloud Computing (AWS),Oct 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,2nd Year,4.0,4.0,4.0,5.0,4.0,4,Yes,Faced frequent audio/video issues during classes.,2025-10-01
STU-01634,Blockchain Basics,Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,2nd Year,3.0,3.0,2.0,1.0,1.0,2,No,Support response on the query group was slow at times.,2025-10-01
STU-00366,Blockchain Basics,Jun 2026 Batch,Techno India University,Online,Female,1st Year,4.0,5.0,5.0,4.0,5.0,4,No,"Great mentorship throughout the program, felt supported at every step.",2026-06-01
STU-00590,Internet of Things (IoT),Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,5.0,5.0,5.0,5.0,5.0,5,Yes,Practical assignments made the concepts much easier to understand.,2025-03-01
STU-01503,Java Development,Sep 2025 Batch,Independent / Working Professional,Online,Female,1st Year,4.0,4.0,2.0,3.0,3.0,3,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-09-01
STU-00199,Full Stack Development,Jun 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,4.0,4.0,3.0,4.0,4.0,4,Yes,,2025-06-01
STU-01884,Java Development,Apr 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,Graduate,5.0,5.0,5.0,5.0,4.0,4,Yes,"Great mentorship throughout the program, felt supported at every step.",2025-04-01
STU-00193,Java Development,Feb 2026 Batch,Techno India University,Offline,Male,Graduate,4.0,3.0,3.0,4.0,2.0,3,Yes,Recorded session links took too long to be uploaded.,2026-02-01
STU-00405,AI in Biotechnology,Mar 2025 Batch,JIS College of Engineering,Online,Male,3rd Year,3.0,3.0,2.0,3.0,2.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-03-01
STU-01565,Digital Marketing,Feb 2026 Batch,Techno India University,Online,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The trainer explained concepts clearly and was always ready to help.,2026-02-01
STU-01973,Advanced Excel & Power BI,Feb 2025 Batch,JIS College of Engineering,Online,Male,1st Year,4.0,3.0,3.0,5.0,4.0,4,Yes,"Decent program, could use a bit more structure in scheduling.",2025-02-01
STU-00484,Advanced Excel & Power BI,Aug 2025 Batch,St. Xavier's College Kolkata,Online,Female,4th Year,3.0,4.0,2.0,4.0,3.0,3,No,Could use an extra week or two to cover everything properly.,2025-08-01
STU-01944,Cybersecurity & Ethical Hacking,Feb 2025 Batch,Independent / Working Professional,Online,Male,3rd Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-02-01
STU-00792,Python Programming,Apr 2025 Batch,Maulana Azad College,Hybrid,Male,Graduate,5.0,5.0,4.0,5.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-04-01
STU-00800,DevOps,Aug 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,2nd Year,4.0,4.0,3.0,4.0,4.0,4,No,Could use an extra week or two to cover everything properly.,2025-08-01
STU-00385,Robotics & Embedded Systems,Jul 2026 Batch,Direct / Online (ASD),Online,Male,1st Year,4.0,4.0,4.0,5.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2026-07-01
STU-00751,DevOps,Feb 2026 Batch,Maulana Azad College,Online,Male,2nd Year,3.0,3.0,3.0,4.0,4.0,3,Yes,"Content was okay, though a few topics felt rushed.",2026-02-01
STU-00423,Cybersecurity & Ethical Hacking,Aug 2025 Batch,JIS College of Engineering,Online,Female,3rd Year,3.0,3.0,2.0,3.0,2.0,3,No,Too much content packed into too few sessions.,2025-08-01
STU-00315,Generative AI,May 2025 Batch,JIS College of Engineering,Hybrid,Female,4th Year,5.0,5.0,3.0,4.0,3.0,5,Yes,"Decent program, could use a bit more structure in scheduling.",2025-05-01
STU-01022,Data Science,Oct 2025 Batch,JIS College of Engineering,Online,Female,2nd Year,5.0,5.0,4.0,4.0,3.0,4,Yes,"Average experience, some sessions were better than others.",2025-10-01
STU-00544,DevOps,Aug 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,3.0,3.0,3.0,2.0,4.0,3,Yes,Support response on the query group was slow at times.,2025-08-01
STU-00914,Generative AI,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Male,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The program content was up to date and industry relevant.,2026-07-01
STU-00663,Advanced Excel & Power BI,Feb 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,3.0,4.0,4.0,4.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2025-02-01
STU-00903,Cybersecurity & Ethical Hacking,Jun 2026 Batch,Maulana Azad College,Online,Female,1st Year,3.0,3.0,4.0,3.0,3.0,3,Yes,Would appreciate a more engaging teaching style.,2026-06-01
STU-01389,Java Development,Apr 2025 Batch,JIS College of Engineering,Online,Male,3rd Year,3.0,3.0,3.0,4.0,3.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-04-01
STU-00686,Cybersecurity & Ethical Hacking,Mar 2026 Batch,Techno India University,Online,Male,Graduate,2.0,2.0,1.0,2.0,2.0,2,No,Too much content packed into too few sessions.,2026-03-01
STU-01667,Networking Fundamentals,Aug 2025 Batch,St. Xavier's College Kolkata,Online,Female,2nd Year,4.0,4.0,4.0,4.0,3.0,4,Yes,Faced frequent audio/video issues during classes.,2025-08-01
STU-00160,Weather Forecasting ML Project,Apr 2026 Batch,Maulana Azad College,Hybrid,Male,4th Year,5.0,5.0,3.0,4.0,3.0,4,Yes,"Decent program, could use a bit more structure in scheduling.",2026-04-01
STU-01000,Data Science,Feb 2026 Batch,Government College of Engineering & Textile Technology,Online,Prefer not to say,4th Year,4.0,4.0,3.0,4.0,3.0,3,Yes,Too much content packed into too few sessions.,2026-02-01
STU-01587,Machine Learning,Feb 2025 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Female,2nd Year,4.0,3.0,3.0,4.0,4.0,4,Yes,Wanted more advanced/real-world case studies in the curriculum.,2025-02-01
STU-01766,Web Development,Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,5.0,4.0,4.0,4.0,4.0,4,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-03-01
STU-00203,DevOps,Apr 2025 Batch,Techno India University,Online,Male,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-04-01
STU-01024,Generative AI,May 2025 Batch,JIS College of Engineering,Online,Male,Working Professional,3.0,4.0,4.0,4.0,3.0,4,Yes,,2025-05-01
STU-01524,AI in Food Technology,Jan 2025 Batch,Techno India University,Online,Female,2nd Year,4.0,4.0,3.0,3.0,3.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-01-01
STU-01181,Networking Fundamentals,Mar 2026 Batch,Techno India University,Offline,Male,Graduate,4.0,4.0,5.0,4.0,4.0,4,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2026-03-01
STU-00113,Full Stack Development,Jul 2026 Batch,Neotia University,Online,Female,2nd Year,3.0,3.0,3.0,4.0,3.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2026-07-01
STU-01796,Generative AI,Oct 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,5.0,5.0,4.0,5.0,4.0,5,Yes,"Enjoyed every module, especially the live project work.",2025-10-01
STU-01226,App Development (Android),Oct 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,4th Year,4.0,5.0,4.0,4.0,5.0,4,No,"Great balance of theory and practicals, exceeded my expectations.",2025-10-01
STU-00981,Generative AI,May 2026 Batch,JIS College of Engineering,Hybrid,Female,Graduate,5.0,4.0,4.0,5.0,5.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2026-05-01
STU-00923,Agentic AI,Mar 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,2nd Year,4.0,4.0,3.0,4.0,4.0,4,Yes,Could use an extra week or two to cover everything properly.,2025-03-01
STU-01476,Web Development,Aug 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Working Professional,4.0,3.0,3.0,4.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-08-01
STU-01579,Competitive Programming,Nov 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,4.0,3.0,4.0,4.0,3.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-11-01
STU-01409,Web Development,Jul 2026 Batch,Techno India University,Offline,Male,1st Year,5.0,5.0,4.0,5.0,3.0,5,Yes,Faced frequent audio/video issues during classes.,2026-07-01
STU-01740,Machine Learning,Jan 2025 Batch,Techno India University,Online,Male,3rd Year,4.0,4.0,3.0,4.0,2.0,4,Yes,The online platform kept lagging during live sessions.,2025-01-01
STU-00816,UI/UX Design,Dec 2025 Batch,Techno India University,Offline,Male,3rd Year,4.0,5.0,3.0,4.0,5.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-12-01
STU-01448,Weather Forecasting ML Project,Apr 2026 Batch,Neotia University,Offline,Female,3rd Year,4.0,4.0,3.0,4.0,4.0,4,No,Session quality varied depending on the trainer.,2026-04-01
